Identifiant borne;Nom de la station;Type de connecteur;Statut de disponibilité;Présence câble attaché;Numéro de la voie;Ouverture au service commercial;Nom du réseau de charge;Propriétaire des bornes;Intitulé de la voie;Code postal;Ville;Pays;Coordonnées géographiques
FR*V75*EBELI*91*1*3;RUE DES PYRENEES;CHAdeMO;Disponible;Oui;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*21*1*3;RUE DE TOLBIAC;CHAdeMO;Disponible;Oui;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*16*1*3;RUE CAULAINCOURT;T2;Disponible;Non;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*16*1*3;RUE CAULAINCOURT;CHAdeMO;Disponible;Oui;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*21*1*1;RUE DE TOLBIAC;E/F;Disponible;Non;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*21*1*1;RUE DE TOLBIAC;CHAdeMO;Disponible;Oui;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*16*1*3;RUE CAULAINCOURT;E/F;Disponible;Non;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*21*1*1;RUE DE TOLBIAC;Combo;Disponible;Oui;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*16*1*1;RUE CAULAINCOURT;T3;Disponible;Non;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*21*1*2;RUE DE TOLBIAC;E/F;Disponible;Non;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*16*1*1;RUE CAULAINCOURT;T2;Disponible;Non;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*35*1*1;AVENUE DE SAXE;Combo;Disponible;Oui;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*76*1*1;AVENUE HENRI MARTIN;T3;Disponible;Non;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*35*1*1;AVENUE DE SAXE;T2;Disponible;Non;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*35*1*1;AVENUE DE SAXE;CHAdeMO;Disponible;Oui;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*76*1*1;AVENUE HENRI MARTIN;E/F;Disponible;Non;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*64*1*1;52 RUE ETIENNE MARCEL;Combo;Disponible;Oui;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*64*1*1;52 RUE ETIENNE MARCEL;CHAdeMO;Disponible;Oui;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*76*1*3;AVENUE HENRI MARTIN;E/F;Disponible;Non;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*64*1*1;52 RUE ETIENNE MARCEL;T3;Disponible;Non;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*76*1*3;AVENUE HENRI MARTIN;CHAdeMO;Disponible;Oui;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*76*1*3;AVENUE HENRI MARTIN;T2;Disponible;Non;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*64*1*3;52 RUE ETIENNE MARCEL;E/F;Neutralisé;Non;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*76*1*3;AVENUE HENRI MARTIN;T3;Disponible;Non;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*64*1*3;52 RUE ETIENNE MARCEL;T2;Neutralisé;Non;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*10*1*3;AVENUE DU PÈRE LACHAISE;CHAdeMO;Disponible;Oui;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*64*1*3;52 RUE ETIENNE MARCEL;Combo;Neutralisé;Oui;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*91*1*1;RUE DES PYRENEES;Combo;Disponible;Oui;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*10*1*3;AVENUE DU PÈRE LACHAISE;E/F;Disponible;Non;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*91*1*1;RUE DES PYRENEES;CHAdeMO;Disponible;Oui;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*10*1*3;AVENUE DU PÈRE LACHAISE;Combo;Disponible;Oui;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*91*1*1;RUE DES PYRENEES;T2;Disponible;Non;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*10*1*3;AVENUE DU PÈRE LACHAISE;T3;Disponible;Non;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*10*1*1;AVENUE DU PÈRE LACHAISE;Combo;Disponible;Oui;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*91*1*1;RUE DES PYRENEES;E/F;Disponible;Non;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*10*1*1;AVENUE DU PÈRE LACHAISE;T3;Disponible;Non;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*91*1*3;RUE DES PYRENEES;T2;Disponible;Non;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*10*1*1;AVENUE DU PÈRE LACHAISE;T2;Disponible;Non;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*91*1*3;RUE DES PYRENEES;T3;Disponible;Non;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*53*1*3;RUE DESNOUETTES;T3;Disponible;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*91*1*3;RUE DES PYRENEES;Combo;Disponible;Oui;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*53*1*3;RUE DESNOUETTES;T2;Disponible;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*16*1*3;RUE CAULAINCOURT;T3;Disponible;Non;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*53*1*1;RUE DESNOUETTES;T3;Disponible;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*16*1*3;RUE CAULAINCOURT;Combo;Disponible;Oui;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*53*1*1;RUE DESNOUETTES;CHAdeMO;Disponible;Oui;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*16*1*1;RUE CAULAINCOURT;Combo;Disponible;Oui;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*53*1*1;RUE DESNOUETTES;Combo;Disponible;Oui;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*16*1*1;RUE CAULAINCOURT;CHAdeMO;Disponible;Oui;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*75*1*1;AVENUE EMILE ZOLA;CHAdeMO;Disponible;Oui;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*75*1*1;AVENUE EMILE ZOLA;T2;Disponible;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*16*1*1;RUE CAULAINCOURT;E/F;Disponible;Non;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*75*1*1;AVENUE EMILE ZOLA;T3;Disponible;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*16*1*2;RUE CAULAINCOURT;E/F;Disponible;Non;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*76*1*1;AVENUE HENRI MARTIN;T2;Disponible;Non;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*75*1*3;AVENUE EMILE ZOLA;E/F;Neutralisé;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*76*1*1;AVENUE HENRI MARTIN;Combo;Disponible;Oui;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*75*1*3;AVENUE EMILE ZOLA;Combo;Neutralisé;Oui;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*76*1*1;AVENUE HENRI MARTIN;CHAdeMO;Disponible;Oui;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*75*1*3;AVENUE EMILE ZOLA;T2;Neutralisé;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*76*1*2;AVENUE HENRI MARTIN;E/F;Disponible;Non;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*75*1*3;AVENUE EMILE ZOLA;T3;Neutralisé;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*76*1*3;AVENUE HENRI MARTIN;Combo;Disponible;Oui;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*10*1*3;AVENUE DU PÈRE LACHAISE;T2;Disponible;Non;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*15*1*3;RUE ABEL;E/F;Disponible;Non;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*10*1*1;AVENUE DU PÈRE LACHAISE;CHAdeMO;Disponible;Oui;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*15*1*3;RUE ABEL;Combo;Disponible;Oui;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*10*1*1;AVENUE DU PÈRE LACHAISE;E/F;Disponible;Non;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*15*1*1;RUE ABEL;E/F;Disponible;Non;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*10*1*2;AVENUE DU PÈRE LACHAISE;E/F;Disponible;Non;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*15*1*1;RUE ABEL;T3;Disponible;Non;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*53*1*2;RUE DESNOUETTES;E/F;Disponible;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*15*1*1;RUE ABEL;Combo;Disponible;Oui;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*15*1*2;RUE ABEL;E/F;Disponible;Non;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*53*1*3;RUE DESNOUETTES;E/F;Disponible;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*31*1*3;RUE SAINT JACQUES;CHAdeMO;Disponible;Oui;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*53*1*3;RUE DESNOUETTES;CHAdeMO;Disponible;Oui;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*53*1*3;RUE DESNOUETTES;Combo;Disponible;Oui;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*31*1*1;RUE SAINT JACQUES;E/F;Disponible;Non;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*31*1*1;RUE SAINT JACQUES;T3;Disponible;Non;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*53*1*1;RUE DESNOUETTES;E/F;Disponible;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*31*1*1;RUE SAINT JACQUES;Combo;Disponible;Oui;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*53*1*1;RUE DESNOUETTES;T2;Disponible;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*31*1*1;RUE SAINT JACQUES;CHAdeMO;Disponible;Oui;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*31*1*2;RUE SAINT JACQUES;E/F;Disponible;Non;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*75*1*1;AVENUE EMILE ZOLA;E/F;Disponible;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*3*1*3;AVENUE DE LA GRANDE ARMEE;T3;Disponible;Non;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*75*1*1;AVENUE EMILE ZOLA;Combo;Disponible;Oui;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*3*1*1;AVENUE DE LA GRANDE ARMEE;Combo;Disponible;Oui;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*75*1*2;AVENUE EMILE ZOLA;E/F;Disponible;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*75*1*3;AVENUE EMILE ZOLA;CHAdeMO;Neutralisé;Oui;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*3*1*1;AVENUE DE LA GRANDE ARMEE;E/F;Disponible;Non;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*15*1*3;RUE ABEL;CHAdeMO;Disponible;Oui;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*3*1*1;AVENUE DE LA GRANDE ARMEE;T2;Disponible;Non;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*15*1*3;RUE ABEL;T2;Disponible;Non;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*3*1*2;AVENUE DE LA GRANDE ARMEE;E/F;Disponible;Non;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*15*1*3;RUE ABEL;T3;Disponible;Non;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*2*1*1;RUE LA FAYETTE;CHAdeMO;Disponible;Oui;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*15*1*1;RUE ABEL;CHAdeMO;Disponible;Oui;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*2*1*1;RUE LA FAYETTE;T3;Disponible;Non;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*15*1*1;RUE ABEL;T2;Disponible;Non;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*2*1*2;RUE LA FAYETTE;E/F;Disponible;Non;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*92*1*1;Rue de La Convention;T3;Hors communication;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*31*1*3;RUE SAINT JACQUES;E/F;Disponible;Non;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*31*1*3;RUE SAINT JACQUES;T3;Disponible;Non;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*92*1*1;Rue de La Convention;E/F;Hors communication;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*31*1*3;RUE SAINT JACQUES;Combo;Disponible;Oui;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*92*1*1;Rue de La Convention;CHAdeMO;Hors communication;Oui;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*31*1*3;RUE SAINT JACQUES;T2;Disponible;Non;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*92*1*2;Rue de La Convention;E/F;Hors communication;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*31*1*1;RUE SAINT JACQUES;T2;Disponible;Non;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*92*1*3;Rue de La Convention;T2;Hors communication;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*3*1*3;AVENUE DE LA GRANDE ARMEE;Combo;Disponible;Oui;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*92*1*3;Rue de La Convention;T3;Hors communication;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*3*1*3;AVENUE DE LA GRANDE ARMEE;E/F;Disponible;Non;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*92*1*3;Rue de La Convention;E/F;Hors communication;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*3*1*3;AVENUE DE LA GRANDE ARMEE;CHAdeMO;Disponible;Oui;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*92*1*3;Rue de La Convention;CHAdeMO;Hors communication;Oui;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*3*1*3;AVENUE DE LA GRANDE ARMEE;T2;Disponible;Non;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*8*1*1;AVENUE DE FLANDRE;T3;Disponible;Non;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*3*1*1;AVENUE DE LA GRANDE ARMEE;CHAdeMO;Disponible;Oui;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*3*1*1;AVENUE DE LA GRANDE ARMEE;T3;Disponible;Non;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*8*1*1;AVENUE DE FLANDRE;E/F;Disponible;Non;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*2*1*3;RUE LA FAYETTE;CHAdeMO;Disponible;Oui;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*8*1*2;AVENUE DE FLANDRE;E/F;Disponible;Non;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*2*1*3;RUE LA FAYETTE;Combo;Disponible;Oui;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*8*1*3;AVENUE DE FLANDRE;Combo;Disponible;Oui;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*8*1*3;AVENUE DE FLANDRE;CHAdeMO;Disponible;Oui;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*2*1*3;RUE LA FAYETTE;E/F;Disponible;Non;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*27*1*3;RUE DE L'AMIRAL DE COLIGNY;Combo;Disponible;Oui;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*2*1*3;RUE LA FAYETTE;T3;Disponible;Non;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*27*1*3;RUE DE L'AMIRAL DE COLIGNY;T2;Disponible;Non;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*2*1*3;RUE LA FAYETTE;T2;Disponible;Non;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*27*1*3;RUE DE L'AMIRAL DE COLIGNY;T3;Disponible;Non;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*2*1*1;RUE LA FAYETTE;Combo;Disponible;Oui;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*27*1*1;RUE DE L'AMIRAL DE COLIGNY;T2;Disponible;Non;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*27*1*1;RUE DE L'AMIRAL DE COLIGNY;CHAdeMO;Disponible;Oui;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*2*1*1;RUE LA FAYETTE;E/F;Disponible;Non;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*2*1*1;RUE LA FAYETTE;T2;Disponible;Non;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*27*1*1;RUE DE L'AMIRAL DE COLIGNY;E/F;Disponible;Non;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*92*1*1;Rue de La Convention;T2;Hors communication;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*27*1*2;RUE DE L'AMIRAL DE COLIGNY;E/F;Disponible;Non;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*92*1*1;Rue de La Convention;Combo;Hors communication;Oui;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*12*1*3;AVENUE REILLE;Combo;Disponible;Oui;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*92*1*3;Rue de La Convention;Combo;Hors communication;Oui;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*12*1*3;AVENUE REILLE;T2;Disponible;Non;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*8*1*1;AVENUE DE FLANDRE;Combo;Disponible;Oui;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*8*1*1;AVENUE DE FLANDRE;CHAdeMO;Disponible;Oui;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*12*1*3;AVENUE REILLE;E/F;Disponible;Non;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*8*1*1;AVENUE DE FLANDRE;T2;Disponible;Non;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*69*1*1;BOULEVARD DIDEROT;Combo;Disponible;Oui;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*8*1*3;AVENUE DE FLANDRE;T3;Disponible;Non;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*69*1*1;BOULEVARD DIDEROT;CHAdeMO;Disponible;Oui;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*69*1*1;BOULEVARD DIDEROT;T3;Disponible;Non;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*8*1*3;AVENUE DE FLANDRE;E/F;Disponible;Non;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*69*1*3;BOULEVARD DIDEROT;CHAdeMO;Occupé;Oui;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
